split_group_id,normalized_rock_type,classification_cohort,material_count,material_ids,family_ids
sg_b1010444f5c0,RHYOLITE,TRAIN,1,gl6mt,fam_f8fa845261ca
sg_b19f7634ea7b,BASALT,TRAIN,1,hsdp160a,fam_af154d11a93a
sg_b1ba1414ad3f,BASALT,TRAIN,2,hsdp53|hsdp53a,fam_87b2f70ca885
sg_b1dbbf721905,BASALTICANDESITE,TRAIN,1,rwk1,fam_0588fc60f63c
sg_b1fbf06e633d,BASALT,TRAIN,1,hsdp110a,fam_3217bf9f8a2c
sg_b21bd48cb78e,BASALT,TRAIN,1,36d2,fam_670d9f24ff9b
sg_b2333f6a0f40,BASALT,TRAIN,1,rsl3,fam_1945b2e45c0d
sg_b2a2b23b89ea,BASALT,I_V,1,43d14,fam_677c623d7d50
sg_b2ccfb58e022,RHYOLITE,TRAIN,1,cro902,fam_1d2af590a01a
sg_b39fb4b20c99,TRACHYANDESITE,TRAIN,1,g5mt,fam_6f0d47381e8c
sg_b43303696620,BASALT,X_T,1,ml287,fam_9589fa823c9a
sg_b45214ccb9a5,RHYOLITE,X_V,1,iahee8,fam_e359334708ea
sg_b4618d6a73db,TRACHYANDESITE,X_V,1,iahf3,fam_1ec49319c7cd
sg_b488bb56a4fa,BASALT,TRAIN,1,kaupoflow,fam_3e150f9c35f1
sg_b49df7c87213,BASALT,TRAIN,3,hsdp46a|hsdp46aa|hsdp46b,fam_ca43488d7a8b
sg_b4ac19f1e160,BASALT,TRAIN,1,iahc4,fam_fa5fd0ef39e7
sg_b4b8944bd48c,BASALT,TRAIN,1,hsdp291a,fam_ae7bb1cb97f9
sg_b4ff3c7c43f6,BASALT,TRAIN,1,50d63,fam_81b8a552352a
sg_b5386cbf08e8,BASALT,TRAIN,1,hsdp343e,fam_7a60a715dd19
sg_b543fffd8d48,BASALT,TRAIN,1,sw91,fam_81516350118a
sg_b574e89407b8,BASALT,TRAIN,1,28d26,fam_ab14d5c3c7ee
sg_b59eecddab69,TRACHYANDESITE,TRAIN,1,ldm100,fam_3a6b01fb82b2
sg_b6474c5de2e7,BASALT,TRAIN,1,rwv862,fam_3e6255c34c39
sg_b6624ad16f57,BASALT,TRAIN,1,hsdp316a,fam_86e25c330736
sg_b6f98e994f20,BASALT,TRAIN,1,23d8,fam_115714380801
sg_b7357fb84233,BASALT,TRAIN,1,6d59,fam_f1f1d76b97fc
sg_b73dce8c2091,TRACHYANDESITE,TRAIN,1,g13mt,fam_98e0aed2d607
sg_b7881cc478da,TRACHYANDESITE,X_T,1,iahds1,fam_69635780d656
sg_b791a274a910,TRACHYANDESITE,TRAIN,1,g16mt,fam_a2fc73294588
sg_b7c87d0ebd54,BASALT,TRAIN,1,guwbm,fam_9adde669db31
sg_b86973f495e9,BASALT,TRAIN,1,hsdp338,fam_d793555cee0e
sg_b8ab7421cf5e,BASALT,TRAIN,1,54d2,fam_5d8d642201d9
sg_b907454790b5,BASALT,TRAIN,1,hsdp95,fam_1299b05dfb43
sg_b925076ff4fb,BASALT,TRAIN,1,ml31,fam_4a7ed7346414
sg_b9a22e4ebdd0,BASALT,TRAIN,1,ml288,fam_ee69be1b9660
sg_ba5ac9ba71df,BASALTICANDESITE,TRAIN,1,ow2596,fam_b56ec4b87ce9
sg_ba7b77149273,RHYOLITE,TRAIN,1,buck902,fam_545614bf2cb2
sg_babcdcd641bf,BASALT,TRAIN,1,ml34,fam_5f31e1763b05
sg_bae171c09ebe,BASALT,TRAIN,1,sw120,fam_869f4a208eae
sg_bb6bcb9a6b57,TRACHYANDESITE,TRAIN,1,ao12,fam_9545ebdc849e
sg_bc51f0f9509c,BASALT,TRAIN,1,44d6,fam_c5c38aa508b0
sg_bc75dc94a7f8,BASALT,TRAIN,1,hsdp325c,fam_20c8bbc1a17b
sg_bcada0c45ec7,BASALT,TRAIN,1,iahg13,fam_3bc1ee4cd620
sg_bcc09a64b229,BASALT,I_T,1,w12,fam_c9f0ec5c99dd
sg_bcd54de4d47f,TRACHYANDESITE,TRAIN,1,g20mt,fam_7c2a92451b23
sg_bd0d2c95561b,BASALT,TRAIN,1,21d35,fam_452edbaae52d
sg_bdb2ff9c784c,BASALT,TRAIN,1,hsdp315,fam_467f36ece4ab
sg_be0ed152386d,BASALT,TRAIN,1,hsdp266,fam_83f9a4066e72
sg_bedc744d0b9c,TRACHYANDESITE,I_V,1,suny67,fam_5cc9b3dee38f
sg_bef6e3e4c445,BASALT,TRAIN,1,sk220,fam_517ff4e1e931
sg_bf2f4a3c18b7,BASALT,TRAIN,1,hsdp283a,fam_983952101626
sg_bf90a7cce1c6,TRACHYANDESITE,TRAIN,1,19p5,fam_ce74e76ca0c5
sg_bfaea1df6a23,BASALT,TRAIN,2,umass1856a|umass1856b,fam_4e7916ae159a
sg_bfe0dce4eefd,BASALT,TRAIN,1,kv0423,fam_587208879ac6
sg_bff9c03a9f7a,TRACHYANDESITE,TRAIN,1,iahf10,fam_194215bc7de8
sg_c012d8b3ae11,BASALTICANDESITE,TRAIN,1,ner2461,fam_a1cad8bdf679
sg_c02477e0bcaa,BASALT,TRAIN,1,47d48,fam_8370a56548a0
sg_c02772e9d17e,BASALT,TRAIN,1,ml190,fam_7d62e9b6579b
sg_c13c1f4f7590,BASALT,TRAIN,2,hsdp9|hsdp9a,fam_93f88a9d8884
sg_c174986ec450,BASALT,TRAIN,2,hsdp98|hsdp98a,fam_b1e612b8f585
sg_c17531b32b2e,BASALT,TRAIN,1,pbm3,fam_461f784a1ad9
sg_c1ad331ee16f,BASALT,TRAIN,1,60d1,fam_01323f4b4608
sg_c1eab637f105,BASALT,TRAIN,1,rsl2,fam_5a6b53b0ed91
sg_c210860d5772,BASALT,TRAIN,2,hsdp70|hsdp70a,fam_48792bfacd11
sg_c232ed7c0de9,RHYOLITE,TRAIN,1,ic892,fam_d71b3284d842
sg_c24e67dcaab9,BASALT,TRAIN,1,ow2442,fam_b5e7888b74e8
sg_c2581fd8facc,BASALT,TRAIN,1,hsdp104,fam_ecba316eaef6
sg_c2fc8bb6c02c,BASALT,TRAIN,1,hsdp54,fam_be41d0cd7685
sg_c355712a29ae,TRACHYANDESITE,X_T,1,iahbs3,fam_e40c4f1ce80c
sg_c363b4c08f39,BASALT,TRAIN,1,tt632982,fam_67bcac052fcf
sg_c3bcdb1d5e00,BASALT,TRAIN,2,hsdp7|hsdp7a,fam_8249b248efc5
sg_c3c7f6012af2,BASALT,TRAIN,2,hsdp88|hsdp88a,fam_48acf8b488a3
sg_c3e01f1d1de5,BASALT,TRAIN,2,hsdp22|hsdp22a,fam_666c420909a0
sg_c3eec5ff026a,BASALT,TRAIN,2,hsdp26|hsdp26a,fam_a066682157ad
sg_c441625f2c10,BASALT,TRAIN,1,hsdp138a,fam_4321011b626d
sg_c441757ed8c3,BASALT,TRAIN,1,iahe6,fam_e0afb950d3fd
sg_c4b23c32eab0,BASALT,TRAIN,1,tt1758d5,fam_c65bd14a5f2f
sg_c4c01e5a382f,BASALT,TRAIN,1,ow2544,fam_f2fbf546cc04
sg_c56cb64d0f96,BASALT,TRAIN,1,mg4ak,fam_f403200ab548
sg_c584dee87785,TRACHYANDESITE,I_V,1,ldm238,fam_42004c6cd824
sg_c59dc58b7231,BASALT,TRAIN,1,43d0a,fam_f89ac3eddd43
sg_c61e96ab2b88,BASALT,TRAIN,1,hsdp113,fam_9e1be9d76fd4
sg_c70fd712a9ed,BASALT,TRAIN,1,iahd3,fam_d6cde7b813e9
sg_c71db0365492,BASALT,TRAIN,1,w3,fam_2dda784cf25c
sg_c7553d0b04fe,BASALT,TRAIN,1,43d15,fam_1de50e2baa7f
sg_c770817426fd,BASALT,TRAIN,1,18d1a,fam_8546a4a71ff2
sg_c782b3dde914,BASALT,TRAIN,1,pbsg,fam_e6bdc26d0f61
sg_c7a48996b553,BASALT,TRAIN,1,1d13,fam_2ca3a8492f96
sg_c7e18b04cc32,BASALT,TRAIN,1,ml88,fam_56d43a2474d7
sg_c803a171be08,BASALT,TRAIN,1,mg7a,fam_c9c916e43d75
sg_c86ec50e43da,TRACHYANDESITE,I_T,1,bk2,fam_9439fc1955ce
sg_c89ab5cfd253,BASALT,TRAIN,1,sw53,fam_7269a2c01946
sg_c8cbbea47da2,BASALTICANDESITE,I_V,1,vh45,fam_59d09326afad
sg_c8f0b9cc75a0,BASALT,TRAIN,2,hsdp71|r170,fam_04b9b46d9353
sg_c96d8823d1f0,BASALT,TRAIN,1,iahc2,fam_2759a4fd394b
sg_c97e21d8a3d9,BASALT,TRAIN,1,hsdp134,fam_61d07a218db6
sg_c98d7865d2f7,TRACHYANDESITE,TRAIN,1,iahf2,fam_db88bd808924
sg_c99c4d191322,BASALT,TRAIN,1,hsdp107a,fam_7e004f737d27
sg_c9b01c05b48a,BASALT,TRAIN,1,rde1,fam_e294e8adc07c
sg_c9cf5a2a0114,BASALT,TRAIN,1,m13,fam_b254e964f522
sg_cac67493a287,BASALT,TRAIN,1,ml41,fam_1dab20969081
sg_caf6cbcb8bb8,TRACHYANDESITE,X_T,1,iahcs7,fam_5c7a48fb6c86
sg_cb02858f8bc5,BASALT,TRAIN,1,iah217,fam_e867109fa168
sg_cb09a5af884d,BASALT,TRAIN,1,umass1858,fam_a6f3c58c80e3
sg_cb2fcaa4177b,RHYOLITE,TRAIN,1,kn1a11522,fam_1847b81624cb
sg_cb4648674ab4,RHYOLITE,TRAIN,1,ps1,fam_c01e011e7cbf
sg_cb7201ec5f67,BASALT,TRAIN,1,sk206,fam_951cf4e489c4
sg_cbb9236b74d3,RHYOLITE,TRAIN,1,940af,fam_597afd982d08
sg_cbf103e471aa,BASALT,TRAIN,1,hsdp162,fam_2cddbeeafb59
sg_cc9478317ace,BASALT,TRAIN,1,hsdp102,fam_bf58840d504b
sg_cca618444872,BASALT,TRAIN,1,iahds2,fam_62d454fcc837
sg_ccc412a51a40,BASALT,TRAIN,1,6d23,fam_169964a66974
sg_cd0ea40e0b84,BASALT,TRAIN,1,hsdp68,fam_883d1765c45f
sg_cd116c0d6ffe,BASALT,TRAIN,2,hsdp49|hsdp49a,fam_42fe55b31b46
sg_cd1ff0869c25,BASALT,TRAIN,1,65d13,fam_5ecac9dbaab6
sg_cd51fce979d6,BASALT,TRAIN,1,ldm274,fam_3fcb2e80decc
sg_cd9385893304,BASALTICANDESITE,I_V,1,ldm8,fam_f54033d8f194
sg_cdb33338dfc5,BASALT,TRAIN,2,hsdp8|hsdp8a,fam_272e6afa37e3
sg_cdbbfc956156,RHYOLITE,TRAIN,1,vh7,fam_939745b9e3d5
sg_cdda43b429fa,BASALT,TRAIN,1,10d7,fam_bb08b4fd970d
sg_ce1d7e31531b,BASALT,TRAIN,1,ner2846,fam_424d01a53863
sg_cea773572d97,BASALT,TRAIN,1,iahi8,fam_8e78bee585b6
sg_cf86df3ab65a,BASALTICANDESITE,TRAIN,1,vh95p,fam_3d9cfaeb93d8
sg_cfb0ba0cf449,BASALT,TRAIN,1,stbk0305,fam_83d6867fb9ee
sg_cfd46031fc67,BASALT,TRAIN,1,21d1,fam_895947c25a3d
sg_cff454fe2d0b,BASALT,TRAIN,1,uh02186d,fam_d1499c450601
sg_d0f60768708d,BASALT,TRAIN,1,55d17,fam_77e95a0931c1
sg_d1249e4845b8,BASALTICANDESITE,TRAIN,1,vh50,fam_cbfdbf2dadd1
sg_d170265d8436,BASALT,TRAIN,1,r117,fam_1a68fa06c7c0
sg_d232a6249d20,BASALT,TRAIN,1,ner1511,fam_ee77c95a02eb
sg_d27b5704f318,BASALT,TRAIN,1,sk210,fam_182078ced60d
sg_d29f632d9368,BASALT,X_T,1,iahe2,fam_03747e4c8fad
sg_d29ff74f592a,BASALT,TRAIN,1,w14k,fam_c6292464cd24
sg_d36cd2dd0aad,BASALT,TRAIN,1,hsdp249,fam_65c167fb7071
sg_d3e17370a1c0,BASALT,TRAIN,1,60d29,fam_c848b2cbde63
sg_d45613042287,BASALT,TRAIN,1,whks0306,fam_b02c0f358cab
sg_d491b3c49496,TRACHYANDESITE,TRAIN,1,ldm9,fam_6ea41e8f3ffd
sg_d4bab10ade6f,BASALT,TRAIN,1,rsf1,fam_0a9423a9d3d5
sg_d4e3fa3e15ef,RHYOLITE,TRAIN,1,tr2964a,fam_63f155727471
sg_d4fb4bb7b480,BASALT,TRAIN,1,hsdp78,fam_dc45ef658af6
sg_d5a6d43f46d5,BASALT,TRAIN,1,hsdp224a,fam_2fcad49efc49
sg_d672a825161d,BASALT,TRAIN,1,hsdp4,fam_020f677b8cd6
sg_d67aabf01bcc,BASALT,TRAIN,1,rdv14,fam_eca1e0685272
sg_d6f01084d2e4,RHYOLITE,TRAIN,1,snp964,fam_bcfecc4f5bfb
sg_d743679f1ee9,BASALT,TRAIN,1,umass1836,fam_6e6be5d78d00
sg_d7673dd275e2,BASALT,TRAIN,1,umass18511,fam_54041faa4ac2
sg_d82bac1bcac4,BASALT,X_T,1,iahg8,fam_f884a2b235ca
sg_d84bc6f5562b,TRACHYANDESITE,TRAIN,1,ldm186,fam_ed9b5f0fa611
sg_d86cfba2e79f,BASALT,TRAIN,1,hsdp101,fam_fc6bcb2c7f8c
sg_d8c757455628,BASALT,TRAIN,1,hsdp52,fam_2fdb6cbae43e
sg_d8f32bbb1757,BASALT,TRAIN,1,ldm146,fam_59d2f7d4d44d
sg_d92f3c80bd36,BASALT,TRAIN,1,hsdp336ca,fam_268535fb4b4f
sg_d9662d4cb368,BASALT,TRAIN,1,hsdp14,fam_52f54f503cdd
sg_d96ad6b14e9d,BASALTICANDESITE,X_V,1,iahas1,fam_1577473cf302
sg_d97f3c69f658,RHYOLITE,TRAIN,1,c12ma188,fam_183ab7678817
sg_d9c54088d6d7,TRACHYANDESITE,X_T,1,iahf4,fam_5614dff918e2
sg_d9d8e77f7d5f,RHYOLITE,TRAIN,1,c12ma207,fam_79677ea32429
sg_da042a30ea4e,TRACHYANDESITE,X_T,1,iahh2,fam_7d6cd3926de4
sg_da04c8bd1c52,BASALT,TRAIN,1,mg6a,fam_77ce660a5723
sg_da3c3a3a5157,BASALT,TRAIN,1,hsdp69,fam_557760b06c8c
sg_da441f5edd58,BASALT,TRAIN,1,ben,fam_73675debcd8a
sg_da490a69b702,BASALTICANDESITE,I_T,1,ldm228,fam_8ba1e3026a11
sg_da6e5b502771,BASALT,TRAIN,1,hsdp161,fam_03810fb6b760
sg_da9a208b11fd,BASALT,TRAIN,1,tt63306,fam_82f5ac90145a
sg_dab6239c7384,BASALT,TRAIN,1,68d43,fam_89b23f6637f3
sg_dac2420bc6a6,BASALT,TRAIN,1,41d37,fam_395fb8150885
sg_dad53502c9ac,RHYOLITE,I_V,1,snp968,fam_ddc381301c8c
sg_db1db33c51e3,BASALT,TRAIN,2,hsdp43|hsdp43a,fam_0bf07408b09e
sg_db8ee9c14586,BASALT,TRAIN,1,sk201,fam_1cc9d193c676
sg_dc7c9349910b,BASALT,I_T,1,tt63297,fam_4f155e07991d
sg_dc9dabf4b489,BASALT,TRAIN,1,hsdp165,fam_643b939b8c88
sg_dc9e9a6c084c,BASALT,TRAIN,1,68d6,fam_12eb9b1535d2
sg_dd35787e61fe,RHYOLITE,TRAIN,1,vh4,fam_fd7498e33232
sg_dd8b8fd022bb,RHYOLITE,TRAIN,1,kn18151155,fam_0a23ffdc7951
sg_ddc61987da4a,BASALT,TRAIN,1,216m,fam_0e39ebaac0af
sg_dde7d15623f0,BASALT,TRAIN,1,37d2,fam_17e92143782d
sg_de43b6184076,BASALT,TRAIN,1,rdv1,fam_e39d6c2a33cd
sg_dee12d68f738,BASALT,TRAIN,1,41d22,fam_13f85d619fd3
sg_dee2fe205355,RHYOLITE,TRAIN,1,rgm1mb,fam_8f867398a213
sg_df56ac5b9d40,BASALT,TRAIN,1,hsdp58,fam_a30639c072a4
sg_df8ea5454aa9,BASALTICANDESITE,I_V,1,rki1,fam_746efde876a0
sg_dfd73d1618c1,BASALT,TRAIN,1,11d2,fam_5f72929371c5
sg_e012f5a494c7,BASALT,TRAIN,1,ml285,fam_389bf3dd401e
sg_e01c5d77c5ec,BASALT,TRAIN,1,ner313,fam_fd0960c02e16
sg_e068b88ae3d8,BASALT,TRAIN,1,umass1855,fam_c11ea1cc8474
sg_e09624596d5b,BASALT,TRAIN,1,8d19,fam_0936b40f2bf0
sg_e0a9a16be06f,BASALT,TRAIN,1,umass18412,fam_b33453c82f19
sg_e0d617dbd3c0,RHYOLITE,TRAIN,1,t10ct046a,fam_66372e8688c3
sg_e0e7f22b773b,BASALTICANDESITE,TRAIN,1,ldm91,fam_aeeb888aef96
sg_e13573442c8a,BASALT,TRAIN,1,umass18510,fam_6b0422314ab1
sg_e141c7892fbc,RHYOLITE,TRAIN,1,ner186,fam_af77bff7fc38
sg_e19865b6e656,BASALT,TRAIN,1,8d5,fam_e3a1103db22c
sg_e1c7ab968d4f,BASALT,TRAIN,1,iahg6,fam_b74a17ef5342
sg_e2238d3dcc5c,BASALT,TRAIN,1,hsdp336e,fam_36c453a86eb8
sg_e260c5a44a47,TRACHYANDESITE,TRAIN,1,kn211405,fam_c54a86328bc8
sg_e27b99d2262e,BASALT,TRAIN,1,w8,fam_04a80b487701
sg_e285b9c68d16,BASALTICANDESITE,TRAIN,1,215m,fam_49e1dec11f4c
sg_e2d02e948e54,BASALTICANDESITE,X_T,1,iahi10a,fam_5b79c0d1bcfc
sg_e2eed4138e81,BASALT,TRAIN,1,hsdp344b,fam_c898ca9a5c87
sg_e3391ac5b85f,BASALT,TRAIN,1,sk213,fam_2102f31d960a
sg_e35b083932df,BASALT,TRAIN,1,cobb,fam_2b794d1cb2bb
sg_e3a7fc02947f,BASALT,TRAIN,1,tt1758d11,fam_c94b1f4d3c84
sg_e3bd2bded41e,BASALT,TRAIN,1,iah341,fam_7d6bc8984a98
sg_e4e1beb937a3,BASALT,TRAIN,1,70d24,fam_21784770af53
sg_e56497bfe857,BASALT,TRAIN,1,sk209,fam_ffedc362d896
sg_e59e4741a5b5,BASALT,TRAIN,1,roza891,fam_396edb93649c
sg_e5c0f30e0496,RHYOLITE,TRAIN,1,rr892,fam_a854d09c6168
sg_e66122623dd4,BASALT,TRAIN,1,w13,fam_adc78f784c9d
sg_e66aec104211,BASALT,TRAIN,1,hsdp85,fam_e4347473309b
sg_e678c880c558,BASALT,TRAIN,1,rfg1,fam_639a6c5264e1
sg_e6a10a2481b1,RHYOLITE,TRAIN,1,vh97,fam_39c8d1b84b34
sg_e70e15ba3ab2,BASALT,TRAIN,1,41d42,fam_504797ffbc64
sg_e8bf91800e48,BASALT,TRAIN,1,hsdp215,fam_b50d501953dc
sg_e8c0548a1601,RHYOLITE,TRAIN,1,kn1815154,fam_69cb8456bb20
sg_e93fbc0447fa,BASALT,TRAIN,1,hsdp145,fam_777e8efe3bde
sg_e959a405d647,BASALTICANDESITE,X_T,1,ldm176,fam_925b9afe747c
sg_e97696d25180,BASALT,TRAIN,1,tt53122,fam_a3ddefce6198
sg_e97f837797bf,BASALT,TRAIN,1,iahee14,fam_a30207ec9df7
sg_e9cda6b3dc34,BASALT,TRAIN,1,r103,fam_8584170b9cc0
sg_e9f56a3e224d,BASALT,TRAIN,1,hsdp86,fam_fa431bf65f37
sg_e9ff16d2abea,BASALT,TRAIN,1,r427,fam_5b94198e846e
sg_ea3b1dcc5eb2,BASALT,TRAIN,1,pw1,fam_02c593fd9af8
sg_ea6f8fc3ce94,BASALT,TRAIN,1,sw10,fam_7316668dd944
sg_eaf000e0977f,BASALT,TRAIN,1,w19,fam_89510a02238e
sg_eb5ed413316a,BASALT,TRAIN,1,uh02213,fam_c2afad2034c9
sg_eb73dc95e313,RHYOLITE,X_T,1,050a,fam_550479b220b8
sg_eb92ef03fce6,BASALT,TRAIN,1,hsdp170,fam_c4ab4038ae01
sg_ec351c0f8b85,BASALT,TRAIN,1,hsdp90,fam_a99fa25e8c5a
sg_ec569d2ef589,BASALT,TRAIN,1,umass1834,fam_b04978ea6ee4
sg_ec5dbf1b4c98,BASALT,TRAIN,1,rwv861,fam_52d634d8d5f0
sg_ec7071523cdc,BASALT,TRAIN,1,rco2,fam_d104d06e6a6b
sg_ec7e4f16fdad,RHYOLITE,TRAIN,1,snp966,fam_ce66b29cd692
sg_ed27d0b18ba8,BASALT,TRAIN,1,hsdp5,fam_35872485878a
sg_edf469af5459,BASALT,TRAIN,2,hsdp40|hsdp40a,fam_2a852bdefa27
sg_ee04932876f4,BASALT,TRAIN,1,r128,fam_2b3a45c5855e
sg_ee87d2c06f94,BASALT,TRAIN,1,frt8459,fam_5d58d4f7a4d8
sg_eecf5c165e9e,BASALT,TRAIN,1,r142,fam_e76e611fd08b
sg_ef0c3fcf310d,BASALT,TRAIN,1,70d50,fam_f6f687350185
sg_ef103bac62f5,RHYOLITE,TRAIN,1,c10ma003,fam_be9d2efba87c
sg_ef2dfd5764fd,BASALT,TRAIN,1,ner1621,fam_255f1e7eef98
sg_ef521f83b4c7,BASALT,TRAIN,1,72d15,fam_de8e318e9d73
sg_ef8de9b49045,BASALT,TRAIN,1,rsl4,fam_e56a196db9aa
sg_f045ccac0a15,BASALT,TRAIN,1,sw36,fam_6d317681190c
sg_f05c42e422c8,BASALT,TRAIN,1,umass1833,fam_2a7687e410aa
sg_f070edd34885,BASALT,I_V,1,hsdp140,fam_c58ac8a72086
sg_f0ad12e75497,BASALT,TRAIN,1,sk205,fam_8f603de9a025
sg_f0f02fc546af,BASALT,TRAIN,1,ml223,fam_a74b9159100f
sg_f111672faea6,BASALT,TRAIN,1,hsdp135a,fam_f6ff898cb7f8
sg_f18fadb81138,BASALTICANDESITE,I_T,1,vh93d,fam_e6e7c96bebac
sg_f21ebf7d4c22,BASALT,TRAIN,1,rsl6,fam_67f4cb0031fd
sg_f22decf9ce0b,BASALT,TRAIN,1,77d7,fam_09e32e4e5cdc
sg_f24d5de1a3e4,BASALT,TRAIN,1,stbk0304,fam_1ba932cdbb9b
sg_f262b6dcf623,BASALT,TRAIN,1,ml91,fam_d3be43e034af
sg_f26c784931e9,BASALT,TRAIN,1,hsdp309c,fam_df9e466fc96e
sg_f275ef1dd8e4,BASALT,TRAIN,1,hsdp320a,fam_3e6a0b643faf
sg_f2b14232f9b0,BASALTICANDESITE,TRAIN,1,vh98pi,fam_0a7bfcd70b30
sg_f2cdd1810d94,RHYOLITE,TRAIN,1,kn6b10362,fam_ad231e20f67e
sg_f2ce438f7efd,BASALT,TRAIN,1,r75,fam_e4c8561f2bf0
sg_f3299b6cfa0a,BASALT,TRAIN,1,umass1838,fam_ceb6683508f6
sg_f386de11cca0,BASALT,TRAIN,1,umass1842,fam_10d11faaceee
sg_f3efa95eb21f,RHYOLITE,TRAIN,1,vh2,fam_8a4f560497b0
sg_f426b700f769,BASALT,TRAIN,1,iahdiabase2,fam_4c460d1b6228
sg_f451a3f1f988,BASALT,TRAIN,1,vh40,fam_6ea0485eb822
sg_f488fd61cdd4,BASALT,TRAIN,1,roza8736,fam_522906777110
sg_f50d071cdbb5,BASALT,TRAIN,1,w18,fam_139d013d2034
sg_f551831c1c8f,BASALT,TRAIN,1,20d25,fam_88112af625f4
sg_f5c50ae7f9ba,BASALT,TRAIN,1,iahg3,fam_0a8002a5d284
sg_f5c5c4b56de9,BASALT,TRAIN,2,hsdp94|hsdp94a,fam_be672ac6af3f
sg_f602e245de12,BASALT,TRAIN,1,hsdp99,fam_ee0ce7c468f4
sg_f618248f4805,BASALT,TRAIN,1,34d1,fam_966136fdf0d4
sg_f6a37db4b258,BASALT,TRAIN,1,r865,fam_1eb2965d0ecc
sg_f6d3af5faa48,BASALT,TRAIN,1,umass1845,fam_80747ae04320
sg_f6def7e66bb7,BASALT,TRAIN,1,sk215,fam_2a97070dfa06
sg_f79e88a42e0b,BASALT,TRAIN,1,26d8a,fam_589fee440dbc
sg_f7fa74bcce29,BASALT,TRAIN,1,hsdp119a,fam_fe747171de89
sg_f810a5966c8d,BASALT,TRAIN,1,hsdp280,fam_c1ba92aa5a34
sg_f85aa8b332e6,BASALT,TRAIN,1,15d30,fam_378d464ddf20
sg_f8ab79417166,RHYOLITE,TRAIN,1,vh28,fam_83e7fbb0494a
sg_f8ec8b3b677d,BASALT,TRAIN,1,vh48,fam_f6e08bd7ad06
sg_f91a6474512b,BASALT,TRAIN,1,vh100po,fam_9c90ea4f4c97
sg_f92aab08b92d,BASALT,TRAIN,1,hsdp116a,fam_a381ca137213
sg_fae9d8c4092a,RHYOLITE,TRAIN,1,tr3500b,fam_7731de6ab31b
sg_fb03952a164d,BASALT,TRAIN,1,hsdp130a,fam_8c02e789354f
sg_fb446460028b,BASALT,TRAIN,1,83m,fam_1675abd6e7e6
sg_fb514abe8f04,BASALT,TRAIN,1,hsdp103,fam_c42bc5358081
sg_fb55d96c3e57,BASALT,TRAIN,2,mg2|mg2b,fam_8e1009469406
sg_fb56128fee6d,BASALT,TRAIN,1,vh42,fam_017bd531fc40
sg_fbe2cabdd648,BASALTICANDESITE,X_V,1,iahee16,fam_28e6f85c28e0
sg_fc0c332c443e,RHYOLITE,TRAIN,1,1596a,fam_53eb70aa05c8
sg_fc1a0ef269a8,BASALT,TRAIN,1,tt153104,fam_8e152d83ffc3
sg_fc3fbb20f581,BASALTICANDESITE,TRAIN,1,ldm271,fam_836ffc356c7f
sg_fc604f359339,BASALT,TRAIN,1,hsdp137,fam_08ea1ed15b46
sg_fcb28d1a70b2,BASALT,TRAIN,1,hsdp13,fam_30096325ede3
sg_fce6c930dc9d,BASALT,TRAIN,1,hsdp310ea,fam_9ed45bd63376
sg_fce9b1d790eb,BASALT,TRAIN,1,hsdp251,fam_3bbc3122a2e9
sg_fd1909d87a5d,BASALT,TRAIN,1,hsdp203,fam_4ac482e350c6
sg_fd1b513ef447,BASALT,TRAIN,1,hsdp97,fam_1797109e7ff8
sg_fd3ce595d208,TRACHYANDESITE,TRAIN,1,ldm194,fam_5dfcf2d0f564
sg_fd40b6cc9e29,BASALT,TRAIN,1,hsdp41,fam_1eea2de46b26
sg_fd4f5ba9041b,BASALT,TRAIN,1,hsdp143,fam_54b7aaacdf8c
sg_fd91e6501822,BASALT,TRAIN,1,hsdp142a,fam_d537f21f17a0
sg_fd96938826db,BASALT,TRAIN,1,r108,fam_d5ae5a316557
sg_fdad8264c312,BASALT,TRAIN,1,iah230mdwh,fam_d6190e54272e
sg_fdf7edf3b11e,BASALT,TRAIN,2,hsdp47|hsdp47a,fam_fba47bd10475
sg_ff128652fa52,BASALT,TRAIN,1,rli1,fam_dfcc29e0a150
sg_ff4e8f438d10,BASALT,TRAIN,1,hsdp236,fam_9d5989e8e592
sg_ff8bbbaa9de1,BASALT,TRAIN,1,ml86,fam_6c6502205c58
sg_ff95f4ba3dda,RHYOLITE,TRAIN,1,rr8524,fam_8864e18b4628
sg_ffbff290e38f,RHYOLITE,TRAIN,1,1183b,fam_d7b3277b462d
