material_id,material_name,family_id,split_group_id,normalized_rock_type,classification_cohort,series_id
ml52,ML52,fam_c73e35d93488,sg_a1c41687bf4e,BASALT,TRAIN,series_ml
ml284,ML284,fam_96ed264e8622,sg_a2108daad243,BASALT,TRAIN,series_ml
hsdp133,HSDP133,fam_eb0b4aff09cc,sg_a28ccbca5868,BASALT,TRAIN,family_fam_eb0b4aff09cc
7d16,7D16,fam_d03570eb072c,sg_a2c7ddcc181b,BASALT,TRAIN,family_fam_d03570eb072c
hsdp35,HSDP35,fam_e15fffe7a64e,sg_a2d7585ad8d5,BASALT,TRAIN,family_fam_e15fffe7a64e
hsdp35a,HSDP35A,fam_e15fffe7a64e,sg_a2d7585ad8d5,BASALT,TRAIN,family_fam_e15fffe7a64e
41d2,41D2,fam_6b56b6c434d3,sg_a2d8e906acc2,BASALT,TRAIN,family_fam_6b56b6c434d3
65d56,65D56,fam_db8765c84d8b,sg_a35993a181cb,BASALT,TRAIN,family_fam_db8765c84d8b
68d15,68D15,fam_abbe4ca8032a,sg_a3b1032c0a90,BASALT,TRAIN,family_fam_abbe4ca8032a
ner3316,NER3316,fam_edaf04e96c0e,sg_a3bfce0880c7,BASALT,TRAIN,family_fam_edaf04e96c0e
kv0422,KV0422,fam_8ec96459aaa4,sg_a3d00b200775,BASALT,TRAIN,family_fam_8ec96459aaa4
vh54,VH54,fam_a07f33a35fd5,sg_a3f69c2776aa,BASALT,TRAIN,family_fam_a07f33a35fd5
vh44,VH44,fam_f673c42322ee,sg_a41b469ae3c4,BASALT,TRAIN,family_fam_f673c42322ee
26d3,26D3,fam_796d1da0c061,sg_a521f13228cf,BASALT,TRAIN,family_fam_796d1da0c061
31d118,31D118,fam_f914a219d344,sg_a62f4c144334,BASALT,TRAIN,family_fam_f914a219d344
mr0616,MR0616,fam_067f6e11317b,sg_a64eec35689f,BASALT,TRAIN,family_fam_067f6e11317b
hsdp61,HSDP61,fam_b2c8b1970ab5,sg_a6742ca30999,BASALT,TRAIN,family_fam_b2c8b1970ab5
frt8447,FRT8447,fam_ab3eb3d7fe2f,sg_a68aca89d592,BASALT,TRAIN,family_fam_ab3eb3d7fe2f
rwv1,RWV1,fam_e0f5dcace592,sg_a6d87ab9dc6c,BASALT,TRAIN,family_fam_e0f5dcace592
hsdp2,HSDP2,fam_521ddb77b2c9,sg_a6e67f334ce8,BASALT,TRAIN,family_fam_521ddb77b2c9
hsdp2a,HSDP2A,fam_521ddb77b2c9,sg_a6e67f334ce8,BASALT,TRAIN,family_fam_521ddb77b2c9
ml83,ML83,fam_a1aab12bfedc,sg_a6fa5d9a24ed,BASALT,TRAIN,series_ml
rcb1,RCB1,fam_fad62a3950cc,sg_a70cd12a6d93,BASALT,TRAIN,family_fam_fad62a3950cc
hsdp333a,HSDP333A,fam_fbd32aebfd56,sg_a73472db0e25,BASALT,TRAIN,family_fam_fbd32aebfd56
kv0418,KV0418,fam_acde4b82d48e,sg_a7467fa1c2ea,BASALT,TRAIN,family_fam_acde4b82d48e
hsdp247,HSDP247,fam_7f308e736e66,sg_a74d5ad79f1e,BASALT,TRAIN,family_fam_7f308e736e66
78d1,78D1,fam_4595c3d3b064,sg_a765f0b9e81b,BASALT,TRAIN,family_fam_4595c3d3b064
78dtype1,78DTYPE1,fam_4595c3d3b064,sg_a765f0b9e81b,BASALT,TRAIN,family_fam_4595c3d3b064
hsdp245a,HSDP245A,fam_3d1c01f001b1,sg_a776ab3089e4,BASALT,TRAIN,family_fam_3d1c01f001b1
hsdp146,HSDP146,fam_68a036d6b437,sg_a77fcec2c9ae,BASALT,TRAIN,family_fam_68a036d6b437
43d1,43D1,fam_11a1b4c8f310,sg_a83458026092,BASALT,TRAIN,family_fam_11a1b4c8f310
hsdp115,HSDP115,fam_8e8504ff8f2a,sg_a88087c7b4fc,BASALT,TRAIN,family_fam_8e8504ff8f2a
ow2521,OW2521,fam_b93423ae3fd2,sg_a891a7f327b2,BASALT,TRAIN,family_fam_b93423ae3fd2
r734,R734,fam_07b1d83fc0eb,sg_a9543fe82d52,BASALT,TRAIN,family_fam_07b1d83fc0eb
sk208,SK208,fam_aab3c9777870,sg_a9e369dd4592,BASALT,TRAIN,family_fam_aab3c9777870
r502,R502,fam_40e525aff4aa,sg_a9f42d08a7c2,BASALT,TRAIN,family_fam_40e525aff4aa
72d1,72D1,fam_9709550984bf,sg_a9f91e3a7b55,BASALT,TRAIN,family_fam_9709550984bf
11d1,11D1,fam_8b78e6c5bebe,sg_aa16db193363,BASALT,TRAIN,family_fam_8b78e6c5bebe
203m,203M,fam_a25ffdd641db,sg_aaffe617df3b,BASALT,TRAIN,family_fam_a25ffdd641db
hsdp158,HSDP158,fam_06fd2ae48e94,sg_ab32b73860c1,BASALT,TRAIN,family_fam_06fd2ae48e94
ldm85,LDM85,fam_9bd97f8301cb,sg_ab641c7e1dd5,BASALT,TRAIN,family_fam_9bd97f8301cb
hsdp125,HSDP125,fam_0e9ae52bb820,sg_ab7210f8a8da,BASALT,TRAIN,family_fam_0e9ae52bb820
19d43,19D43,fam_eafa097c152a,sg_abd196dd30bf,BASALT,TRAIN,family_fam_eafa097c152a
sk174,SK174,fam_d907f0823fc0,sg_abeb74dbc7c5,BASALT,TRAIN,family_fam_d907f0823fc0
r694,R694,fam_45416fe1e4ac,sg_ac2d55017626,BASALT,TRAIN,family_fam_45416fe1e4ac
hsdp149,HSDP149,fam_f604b41c3741,sg_ac3f40544783,BASALT,TRAIN,family_fam_f604b41c3741
r451,R451,fam_3a3d10cc75ba,sg_adeec8e85613,BASALT,TRAIN,family_fam_3a3d10cc75ba
hsdp65,HSDP65,fam_69fa209f7301,sg_ae4fd886f4a0,BASALT,TRAIN,family_fam_69fa209f7301
hsdp65a,HSDP65A,fam_69fa209f7301,sg_ae4fd886f4a0,BASALT,TRAIN,family_fam_69fa209f7301
iahc5,IAHC5,fam_3984e68ee662,sg_ae78308204e9,BASALT,TRAIN,family_fam_3984e68ee662
hsdp268a,HSDP268A,fam_d0930b61a63d,sg_af0ddd9b8827,BASALT,TRAIN,family_fam_d0930b61a63d
hsdp228,HSDP228,fam_5884882e04f3,sg_af7d656487ab,BASALT,TRAIN,family_fam_5884882e04f3
frt8470,FRT8470,fam_70e2a04b2784,sg_afb565d1b993,BASALT,TRAIN,family_fam_70e2a04b2784
hsdp147,HSDP147,fam_72512e49c119,sg_afc9581e6fe1,BASALT,TRAIN,family_fam_72512e49c119
sk176,SK176,fam_3556d9fd346f,sg_afc9ffb7840e,BASALT,TRAIN,family_fam_3556d9fd346f
whks0307,WHKS0307,fam_f0783f9119ea,sg_b08ac1ac46d6,BASALT,TRAIN,family_fam_f0783f9119ea
mg0a,MG0A,fam_7c0230a4845e,sg_b0c2851d003f,BASALT,TRAIN,family_fam_7c0230a4845e
hsdp160a,HSDP160A,fam_af154d11a93a,sg_b19f7634ea7b,BASALT,TRAIN,family_fam_af154d11a93a
hsdp53,HSDP53,fam_87b2f70ca885,sg_b1ba1414ad3f,BASALT,TRAIN,family_fam_87b2f70ca885
hsdp53a,HSDP53A,fam_87b2f70ca885,sg_b1ba1414ad3f,BASALT,TRAIN,family_fam_87b2f70ca885
hsdp110a,HSDP110A,fam_3217bf9f8a2c,sg_b1fbf06e633d,BASALT,TRAIN,family_fam_3217bf9f8a2c
36d2,36D2,fam_670d9f24ff9b,sg_b21bd48cb78e,BASALT,TRAIN,family_fam_670d9f24ff9b
rsl3,RSL3,fam_1945b2e45c0d,sg_b2333f6a0f40,BASALT,TRAIN,family_fam_1945b2e45c0d
kaupoflow,KAUPOFLOW,fam_3e150f9c35f1,sg_b488bb56a4fa,BASALT,TRAIN,family_fam_3e150f9c35f1
hsdp46a,HSDP46A,fam_ca43488d7a8b,sg_b49df7c87213,BASALT,TRAIN,family_fam_ca43488d7a8b
hsdp46aa,HSDP46AA,fam_ca43488d7a8b,sg_b49df7c87213,BASALT,TRAIN,family_fam_ca43488d7a8b
hsdp46b,HSDP46B,fam_ca43488d7a8b,sg_b49df7c87213,BASALT,TRAIN,family_fam_ca43488d7a8b
iahc4,IAHC4,fam_fa5fd0ef39e7,sg_b4ac19f1e160,BASALT,TRAIN,family_fam_fa5fd0ef39e7
hsdp291a,HSDP291A,fam_ae7bb1cb97f9,sg_b4b8944bd48c,BASALT,TRAIN,family_fam_ae7bb1cb97f9
50d63,50D63,fam_81b8a552352a,sg_b4ff3c7c43f6,BASALT,TRAIN,family_fam_81b8a552352a
hsdp343e,HSDP343E,fam_7a60a715dd19,sg_b5386cbf08e8,BASALT,TRAIN,family_fam_7a60a715dd19
sw91,SW91,fam_81516350118a,sg_b543fffd8d48,BASALT,TRAIN,family_fam_81516350118a
28d26,28D26,fam_ab14d5c3c7ee,sg_b574e89407b8,BASALT,TRAIN,family_fam_ab14d5c3c7ee
rwv862,RWV862,fam_3e6255c34c39,sg_b6474c5de2e7,BASALT,TRAIN,family_fam_3e6255c34c39
hsdp316a,HSDP316A,fam_86e25c330736,sg_b6624ad16f57,BASALT,TRAIN,family_fam_86e25c330736
23d8,23D8,fam_115714380801,sg_b6f98e994f20,BASALT,TRAIN,family_fam_115714380801
6d59,6D59,fam_f1f1d76b97fc,sg_b7357fb84233,BASALT,TRAIN,family_fam_f1f1d76b97fc
guwbm,GUWBM,fam_9adde669db31,sg_b7c87d0ebd54,BASALT,TRAIN,family_fam_9adde669db31
hsdp338,HSDP338,fam_d793555cee0e,sg_b86973f495e9,BASALT,TRAIN,family_fam_d793555cee0e
54d2,54D2,fam_5d8d642201d9,sg_b8ab7421cf5e,BASALT,TRAIN,family_fam_5d8d642201d9
hsdp95,HSDP95,fam_1299b05dfb43,sg_b907454790b5,BASALT,TRAIN,family_fam_1299b05dfb43
ml31,ML31,fam_4a7ed7346414,sg_b925076ff4fb,BASALT,TRAIN,series_ml
ml288,ML288,fam_ee69be1b9660,sg_b9a22e4ebdd0,BASALT,TRAIN,series_ml
ml34,ML34,fam_5f31e1763b05,sg_babcdcd641bf,BASALT,TRAIN,series_ml
sw120,SW120,fam_869f4a208eae,sg_bae171c09ebe,BASALT,TRAIN,family_fam_869f4a208eae
44d6,44D6,fam_c5c38aa508b0,sg_bc51f0f9509c,BASALT,TRAIN,family_fam_c5c38aa508b0
hsdp325c,HSDP325C,fam_20c8bbc1a17b,sg_bc75dc94a7f8,BASALT,TRAIN,family_fam_20c8bbc1a17b
iahg13,IAHG13,fam_3bc1ee4cd620,sg_bcada0c45ec7,BASALT,TRAIN,family_fam_3bc1ee4cd620
21d35,21D35,fam_452edbaae52d,sg_bd0d2c95561b,BASALT,TRAIN,family_fam_452edbaae52d
hsdp315,HSDP315,fam_467f36ece4ab,sg_bdb2ff9c784c,BASALT,TRAIN,family_fam_467f36ece4ab
hsdp266,HSDP266,fam_83f9a4066e72,sg_be0ed152386d,BASALT,TRAIN,family_fam_83f9a4066e72
sk220,SK220,fam_517ff4e1e931,sg_bef6e3e4c445,BASALT,TRAIN,family_fam_517ff4e1e931
hsdp283a,HSDP283A,fam_983952101626,sg_bf2f4a3c18b7,BASALT,TRAIN,family_fam_983952101626
umass1856a,UMASS1856A,fam_4e7916ae159a,sg_bfaea1df6a23,BASALT,TRAIN,family_fam_4e7916ae159a
umass1856b,UMASS1856B,fam_4e7916ae159a,sg_bfaea1df6a23,BASALT,TRAIN,family_fam_4e7916ae159a
kv0423,KV0423,fam_587208879ac6,sg_bfe0dce4eefd,BASALT,TRAIN,family_fam_587208879ac6
47d48,47D48,fam_8370a56548a0,sg_c02477e0bcaa,BASALT,TRAIN,family_fam_8370a56548a0
ml190,ML190,fam_7d62e9b6579b,sg_c02772e9d17e,BASALT,TRAIN,series_ml
hsdp9,HSDP9,fam_93f88a9d8884,sg_c13c1f4f7590,BASALT,TRAIN,family_fam_93f88a9d8884
hsdp9a,HSDP9A,fam_93f88a9d8884,sg_c13c1f4f7590,BASALT,TRAIN,family_fam_93f88a9d8884
hsdp98,HSDP98,fam_b1e612b8f585,sg_c174986ec450,BASALT,TRAIN,family_fam_b1e612b8f585
hsdp98a,HSDP98A,fam_b1e612b8f585,sg_c174986ec450,BASALT,TRAIN,family_fam_b1e612b8f585
pbm3,PBM3,fam_461f784a1ad9,sg_c17531b32b2e,BASALT,TRAIN,family_fam_461f784a1ad9
60d1,60D1,fam_01323f4b4608,sg_c1ad331ee16f,BASALT,TRAIN,family_fam_01323f4b4608
rsl2,RSL2,fam_5a6b53b0ed91,sg_c1eab637f105,BASALT,TRAIN,family_fam_5a6b53b0ed91
hsdp70,HSDP70,fam_48792bfacd11,sg_c210860d5772,BASALT,TRAIN,family_fam_48792bfacd11
hsdp70a,HSDP70A,fam_48792bfacd11,sg_c210860d5772,BASALT,TRAIN,family_fam_48792bfacd11
ow2442,OW2442,fam_b5e7888b74e8,sg_c24e67dcaab9,BASALT,TRAIN,family_fam_b5e7888b74e8
hsdp104,HSDP104,fam_ecba316eaef6,sg_c2581fd8facc,BASALT,TRAIN,family_fam_ecba316eaef6
hsdp54,HSDP54,fam_be41d0cd7685,sg_c2fc8bb6c02c,BASALT,TRAIN,family_fam_be41d0cd7685
tt632982,TT632982,fam_67bcac052fcf,sg_c363b4c08f39,BASALT,TRAIN,family_fam_67bcac052fcf
hsdp7,HSDP7,fam_8249b248efc5,sg_c3bcdb1d5e00,BASALT,TRAIN,family_fam_8249b248efc5
hsdp7a,HSDP7A,fam_8249b248efc5,sg_c3bcdb1d5e00,BASALT,TRAIN,family_fam_8249b248efc5
hsdp88,HSDP88,fam_48acf8b488a3,sg_c3c7f6012af2,BASALT,TRAIN,family_fam_48acf8b488a3
hsdp88a,HSDP88A,fam_48acf8b488a3,sg_c3c7f6012af2,BASALT,TRAIN,family_fam_48acf8b488a3
hsdp22,HSDP22,fam_666c420909a0,sg_c3e01f1d1de5,BASALT,TRAIN,family_fam_666c420909a0
hsdp22a,HSDP22A,fam_666c420909a0,sg_c3e01f1d1de5,BASALT,TRAIN,family_fam_666c420909a0
hsdp26,HSDP26,fam_a066682157ad,sg_c3eec5ff026a,BASALT,TRAIN,family_fam_a066682157ad
hsdp26a,HSDP26A,fam_a066682157ad,sg_c3eec5ff026a,BASALT,TRAIN,family_fam_a066682157ad
hsdp138a,HSDP138A,fam_4321011b626d,sg_c441625f2c10,BASALT,TRAIN,family_fam_4321011b626d
iahe6,IAHE6,fam_e0afb950d3fd,sg_c441757ed8c3,BASALT,TRAIN,family_fam_e0afb950d3fd
tt1758d5,TT1758D5,fam_c65bd14a5f2f,sg_c4b23c32eab0,BASALT,TRAIN,family_fam_c65bd14a5f2f
ow2544,OW2544,fam_f2fbf546cc04,sg_c4c01e5a382f,BASALT,TRAIN,family_fam_f2fbf546cc04
mg4ak,MG4AK,fam_f403200ab548,sg_c56cb64d0f96,BASALT,TRAIN,family_fam_f403200ab548
43d0a,43D0A,fam_f89ac3eddd43,sg_c59dc58b7231,BASALT,TRAIN,family_fam_f89ac3eddd43
hsdp113,HSDP113,fam_9e1be9d76fd4,sg_c61e96ab2b88,BASALT,TRAIN,family_fam_9e1be9d76fd4
iahd3,IAHD3,fam_d6cde7b813e9,sg_c70fd712a9ed,BASALT,TRAIN,family_fam_d6cde7b813e9
w3,W3,fam_2dda784cf25c,sg_c71db0365492,BASALT,TRAIN,family_fam_2dda784cf25c
43d15,43D15,fam_1de50e2baa7f,sg_c7553d0b04fe,BASALT,TRAIN,family_fam_1de50e2baa7f
18d1a,18D1A,fam_8546a4a71ff2,sg_c770817426fd,BASALT,TRAIN,family_fam_8546a4a71ff2
pbsg,PBSG,fam_e6bdc26d0f61,sg_c782b3dde914,BASALT,TRAIN,family_fam_e6bdc26d0f61
1d13,1D13,fam_2ca3a8492f96,sg_c7a48996b553,BASALT,TRAIN,family_fam_2ca3a8492f96
ml88,ML88,fam_56d43a2474d7,sg_c7e18b04cc32,BASALT,TRAIN,series_ml
mg7a,MG7A,fam_c9c916e43d75,sg_c803a171be08,BASALT,TRAIN,family_fam_c9c916e43d75
sw53,SW53,fam_7269a2c01946,sg_c89ab5cfd253,BASALT,TRAIN,family_fam_7269a2c01946
hsdp71,HSDP71,fam_04b9b46d9353,sg_c8f0b9cc75a0,BASALT,TRAIN,family_fam_04b9b46d9353
r170,R170,fam_04b9b46d9353,sg_c8f0b9cc75a0,BASALT,TRAIN,family_fam_04b9b46d9353
iahc2,IAHC2,fam_2759a4fd394b,sg_c96d8823d1f0,BASALT,TRAIN,family_fam_2759a4fd394b
hsdp134,HSDP134,fam_61d07a218db6,sg_c97e21d8a3d9,BASALT,TRAIN,family_fam_61d07a218db6
hsdp107a,HSDP107A,fam_7e004f737d27,sg_c99c4d191322,BASALT,TRAIN,family_fam_7e004f737d27
rde1,RDE1,fam_e294e8adc07c,sg_c9b01c05b48a,BASALT,TRAIN,family_fam_e294e8adc07c
m13,M13,fam_b254e964f522,sg_c9cf5a2a0114,BASALT,TRAIN,family_fam_b254e964f522
ml41,ML41,fam_1dab20969081,sg_cac67493a287,BASALT,TRAIN,series_ml
iah217,IAH217,fam_e867109fa168,sg_cb02858f8bc5,BASALT,TRAIN,family_fam_e867109fa168
umass1858,UMASS1858,fam_a6f3c58c80e3,sg_cb09a5af884d,BASALT,TRAIN,family_fam_a6f3c58c80e3
sk206,SK206,fam_951cf4e489c4,sg_cb7201ec5f67,BASALT,TRAIN,family_fam_951cf4e489c4
hsdp162,HSDP162,fam_2cddbeeafb59,sg_cbf103e471aa,BASALT,TRAIN,family_fam_2cddbeeafb59
hsdp102,HSDP102,fam_bf58840d504b,sg_cc9478317ace,BASALT,TRAIN,family_fam_bf58840d504b
iahds2,IAHDS2,fam_62d454fcc837,sg_cca618444872,BASALT,TRAIN,family_fam_62d454fcc837
6d23,6D23,fam_169964a66974,sg_ccc412a51a40,BASALT,TRAIN,family_fam_169964a66974
hsdp68,HSDP68,fam_883d1765c45f,sg_cd0ea40e0b84,BASALT,TRAIN,family_fam_883d1765c45f
hsdp49,HSDP49,fam_42fe55b31b46,sg_cd116c0d6ffe,BASALT,TRAIN,family_fam_42fe55b31b46
hsdp49a,HSDP49A,fam_42fe55b31b46,sg_cd116c0d6ffe,BASALT,TRAIN,family_fam_42fe55b31b46
65d13,65D13,fam_5ecac9dbaab6,sg_cd1ff0869c25,BASALT,TRAIN,family_fam_5ecac9dbaab6
ldm274,LDM274,fam_3fcb2e80decc,sg_cd51fce979d6,BASALT,TRAIN,family_fam_3fcb2e80decc
hsdp8,HSDP8,fam_272e6afa37e3,sg_cdb33338dfc5,BASALT,TRAIN,family_fam_272e6afa37e3
hsdp8a,HSDP8A,fam_272e6afa37e3,sg_cdb33338dfc5,BASALT,TRAIN,family_fam_272e6afa37e3
10d7,10D7,fam_bb08b4fd970d,sg_cdda43b429fa,BASALT,TRAIN,family_fam_bb08b4fd970d
ner2846,NER2846,fam_424d01a53863,sg_ce1d7e31531b,BASALT,TRAIN,family_fam_424d01a53863
iahi8,IAHI8,fam_8e78bee585b6,sg_cea773572d97,BASALT,TRAIN,family_fam_8e78bee585b6
stbk0305,STBK0305,fam_83d6867fb9ee,sg_cfb0ba0cf449,BASALT,TRAIN,family_fam_83d6867fb9ee
21d1,21D1,fam_895947c25a3d,sg_cfd46031fc67,BASALT,TRAIN,family_fam_895947c25a3d
uh02186d,UH02186D,fam_d1499c450601,sg_cff454fe2d0b,BASALT,TRAIN,family_fam_d1499c450601
55d17,55D17,fam_77e95a0931c1,sg_d0f60768708d,BASALT,TRAIN,family_fam_77e95a0931c1
r117,R117,fam_1a68fa06c7c0,sg_d170265d8436,BASALT,TRAIN,family_fam_1a68fa06c7c0
ner1511,NER1511,fam_ee77c95a02eb,sg_d232a6249d20,BASALT,TRAIN,family_fam_ee77c95a02eb
sk210,SK210,fam_182078ced60d,sg_d27b5704f318,BASALT,TRAIN,family_fam_182078ced60d
w14k,W14K,fam_c6292464cd24,sg_d29ff74f592a,BASALT,TRAIN,family_fam_c6292464cd24
hsdp249,HSDP249,fam_65c167fb7071,sg_d36cd2dd0aad,BASALT,TRAIN,family_fam_65c167fb7071
60d29,60D29,fam_c848b2cbde63,sg_d3e17370a1c0,BASALT,TRAIN,family_fam_c848b2cbde63
whks0306,WHKS0306,fam_b02c0f358cab,sg_d45613042287,BASALT,TRAIN,family_fam_b02c0f358cab
rsf1,RSF1,fam_0a9423a9d3d5,sg_d4bab10ade6f,BASALT,TRAIN,family_fam_0a9423a9d3d5
hsdp78,HSDP78,fam_dc45ef658af6,sg_d4fb4bb7b480,BASALT,TRAIN,family_fam_dc45ef658af6
hsdp224a,HSDP224A,fam_2fcad49efc49,sg_d5a6d43f46d5,BASALT,TRAIN,family_fam_2fcad49efc49
hsdp4,HSDP4,fam_020f677b8cd6,sg_d672a825161d,BASALT,TRAIN,family_fam_020f677b8cd6
rdv14,RDV14,fam_eca1e0685272,sg_d67aabf01bcc,BASALT,TRAIN,family_fam_eca1e0685272
umass1836,UMASS1836,fam_6e6be5d78d00,sg_d743679f1ee9,BASALT,TRAIN,family_fam_6e6be5d78d00
umass18511,UMASS18511,fam_54041faa4ac2,sg_d7673dd275e2,BASALT,TRAIN,family_fam_54041faa4ac2
hsdp101,HSDP101,fam_fc6bcb2c7f8c,sg_d86cfba2e79f,BASALT,TRAIN,family_fam_fc6bcb2c7f8c
hsdp52,HSDP52,fam_2fdb6cbae43e,sg_d8c757455628,BASALT,TRAIN,family_fam_2fdb6cbae43e
ldm146,LDM146,fam_59d2f7d4d44d,sg_d8f32bbb1757,BASALT,TRAIN,family_fam_59d2f7d4d44d
hsdp336ca,HSDP336CA,fam_268535fb4b4f,sg_d92f3c80bd36,BASALT,TRAIN,family_fam_268535fb4b4f
hsdp14,HSDP14,fam_52f54f503cdd,sg_d9662d4cb368,BASALT,TRAIN,family_fam_52f54f503cdd
mg6a,MG6A,fam_77ce660a5723,sg_da04c8bd1c52,BASALT,TRAIN,family_fam_77ce660a5723
hsdp69,HSDP69,fam_557760b06c8c,sg_da3c3a3a5157,BASALT,TRAIN,family_fam_557760b06c8c
ben,BEN,fam_73675debcd8a,sg_da441f5edd58,BASALT,TRAIN,family_fam_73675debcd8a
hsdp161,HSDP161,fam_03810fb6b760,sg_da6e5b502771,BASALT,TRAIN,family_fam_03810fb6b760
tt63306,TT63306,fam_82f5ac90145a,sg_da9a208b11fd,BASALT,TRAIN,family_fam_82f5ac90145a
68d43,68D43,fam_89b23f6637f3,sg_dab6239c7384,BASALT,TRAIN,family_fam_89b23f6637f3
41d37,41D37,fam_395fb8150885,sg_dac2420bc6a6,BASALT,TRAIN,family_fam_395fb8150885
hsdp43,HSDP43,fam_0bf07408b09e,sg_db1db33c51e3,BASALT,TRAIN,family_fam_0bf07408b09e
hsdp43a,HSDP43A,fam_0bf07408b09e,sg_db1db33c51e3,BASALT,TRAIN,family_fam_0bf07408b09e
sk201,SK201,fam_1cc9d193c676,sg_db8ee9c14586,BASALT,TRAIN,family_fam_1cc9d193c676
hsdp165,HSDP165,fam_643b939b8c88,sg_dc9dabf4b489,BASALT,TRAIN,family_fam_643b939b8c88
68d6,68D6,fam_12eb9b1535d2,sg_dc9e9a6c084c,BASALT,TRAIN,family_fam_12eb9b1535d2
216m,216M,fam_0e39ebaac0af,sg_ddc61987da4a,BASALT,TRAIN,family_fam_0e39ebaac0af
37d2,37D2,fam_17e92143782d,sg_dde7d15623f0,BASALT,TRAIN,family_fam_17e92143782d
rdv1,RDV1,fam_e39d6c2a33cd,sg_de43b6184076,BASALT,TRAIN,family_fam_e39d6c2a33cd
41d22,41D22,fam_13f85d619fd3,sg_dee12d68f738,BASALT,TRAIN,family_fam_13f85d619fd3
hsdp58,HSDP58,fam_a30639c072a4,sg_df56ac5b9d40,BASALT,TRAIN,family_fam_a30639c072a4
11d2,11D2,fam_5f72929371c5,sg_dfd73d1618c1,BASALT,TRAIN,family_fam_5f72929371c5
ml285,ML285,fam_389bf3dd401e,sg_e012f5a494c7,BASALT,TRAIN,series_ml
ner313,NER313,fam_fd0960c02e16,sg_e01c5d77c5ec,BASALT,TRAIN,family_fam_fd0960c02e16
umass1855,UMASS1855,fam_c11ea1cc8474,sg_e068b88ae3d8,BASALT,TRAIN,family_fam_c11ea1cc8474
8d19,8D19,fam_0936b40f2bf0,sg_e09624596d5b,BASALT,TRAIN,family_fam_0936b40f2bf0
umass18412,UMASS18412,fam_b33453c82f19,sg_e0a9a16be06f,BASALT,TRAIN,family_fam_b33453c82f19
umass18510,UMASS18510,fam_6b0422314ab1,sg_e13573442c8a,BASALT,TRAIN,family_fam_6b0422314ab1
8d5,8D5,fam_e3a1103db22c,sg_e19865b6e656,BASALT,TRAIN,family_fam_e3a1103db22c
iahg6,IAHG6,fam_b74a17ef5342,sg_e1c7ab968d4f,BASALT,TRAIN,family_fam_b74a17ef5342
hsdp336e,HSDP336E,fam_36c453a86eb8,sg_e2238d3dcc5c,BASALT,TRAIN,family_fam_36c453a86eb8
w8,W8,fam_04a80b487701,sg_e27b99d2262e,BASALT,TRAIN,family_fam_04a80b487701
hsdp344b,HSDP344B,fam_c898ca9a5c87,sg_e2eed4138e81,BASALT,TRAIN,family_fam_c898ca9a5c87
sk213,SK213,fam_2102f31d960a,sg_e3391ac5b85f,BASALT,TRAIN,family_fam_2102f31d960a
cobb,COBB,fam_2b794d1cb2bb,sg_e35b083932df,BASALT,TRAIN,family_fam_2b794d1cb2bb
tt1758d11,TT1758D11,fam_c94b1f4d3c84,sg_e3a7fc02947f,BASALT,TRAIN,family_fam_c94b1f4d3c84
iah341,IAH341,fam_7d6bc8984a98,sg_e3bd2bded41e,BASALT,TRAIN,family_fam_7d6bc8984a98
70d24,70D24,fam_21784770af53,sg_e4e1beb937a3,BASALT,TRAIN,family_fam_21784770af53
sk209,SK209,fam_ffedc362d896,sg_e56497bfe857,BASALT,TRAIN,family_fam_ffedc362d896
roza891,ROZA891,fam_396edb93649c,sg_e59e4741a5b5,BASALT,TRAIN,family_fam_396edb93649c
w13,W13,fam_adc78f784c9d,sg_e66122623dd4,BASALT,TRAIN,family_fam_adc78f784c9d
hsdp85,HSDP85,fam_e4347473309b,sg_e66aec104211,BASALT,TRAIN,family_fam_e4347473309b
rfg1,RFG1,fam_639a6c5264e1,sg_e678c880c558,BASALT,TRAIN,family_fam_639a6c5264e1
41d42,41D42,fam_504797ffbc64,sg_e70e15ba3ab2,BASALT,TRAIN,family_fam_504797ffbc64
hsdp215,HSDP215,fam_b50d501953dc,sg_e8bf91800e48,BASALT,TRAIN,family_fam_b50d501953dc
hsdp145,HSDP145,fam_777e8efe3bde,sg_e93fbc0447fa,BASALT,TRAIN,family_fam_777e8efe3bde
tt53122,TT53122,fam_a3ddefce6198,sg_e97696d25180,BASALT,TRAIN,family_fam_a3ddefce6198
iahee14,IAHEE14,fam_a30207ec9df7,sg_e97f837797bf,BASALT,TRAIN,family_fam_a30207ec9df7
r103,R103,fam_8584170b9cc0,sg_e9cda6b3dc34,BASALT,TRAIN,family_fam_8584170b9cc0
hsdp86,HSDP86,fam_fa431bf65f37,sg_e9f56a3e224d,BASALT,TRAIN,family_fam_fa431bf65f37
r427,R427,fam_5b94198e846e,sg_e9ff16d2abea,BASALT,TRAIN,family_fam_5b94198e846e
pw1,PW1,fam_02c593fd9af8,sg_ea3b1dcc5eb2,BASALT,TRAIN,family_fam_02c593fd9af8
sw10,SW10,fam_7316668dd944,sg_ea6f8fc3ce94,BASALT,TRAIN,family_fam_7316668dd944
w19,W19,fam_89510a02238e,sg_eaf000e0977f,BASALT,TRAIN,family_fam_89510a02238e
uh02213,UH02213,fam_c2afad2034c9,sg_eb5ed413316a,BASALT,TRAIN,family_fam_c2afad2034c9
