material_idx,material_id,material_name,family_id,family_size,family_basis,series_id,series_size,category,major_oxide_sum_wt_percent,major_oxide_sum_rounded,major_oxide_fields_reported,major_oxide_closure_threshold,major_oxide_closure_excluded,stress_group,exclusion_reason,primary_include,cohort,complete_all10_unqualified,ood_score,radial_score,nearest_selection_train_distance,has_3mj,has_4mj,has_5mj,has_7mj,has_9mj
1509,mix53,MIX53,fam_55563bba234f,3,exact_chemistry,series_mix,320,mixture,91.55000000000001,91.55,10,105.0,False,,,True,D_CORE,True,0.5122133076951811,0.35676229773202095,0.0,True,True,True,False,False
1510,mix530,MIX530,fam_1b87b7a73114,1,singleton,series_mix,320,mixture,98.27999999999999,98.28,10,105.0,False,,,True,D_CORE,True,0.5251545803494919,0.3340001324067917,0.0,True,True,True,False,False
1511,mix531,MIX531,fam_d01606311c1c,1,singleton,series_mix,320,mixture,98.17999999999998,98.18,10,105.0,False,,,True,D_CORE,True,0.18557690092621343,0.13280308962961065,0.0,True,True,True,False,False
1512,mix532,MIX532,fam_94f6700249b2,1,singleton,series_mix,320,mixture,97.45999999999998,97.46,10,105.0,False,,,True,D_CORE,True,0.18512166415439762,0.1385746745686605,0.0,True,True,True,False,False
1513,mix533,MIX533,fam_93b26645f240,1,singleton,series_mix,320,mixture,94.75,94.75,10,105.0,False,,,True,D_CORE,True,0.18443508080907395,0.14049349952829462,0.0,True,True,True,False,False
1514,mix534,MIX534,fam_1db8a3665adb,1,singleton,series_mix,320,mixture,97.55,97.55,10,105.0,False,,,True,D_CORE,True,0.18264040738051057,0.1309209740552221,0.0,True,True,True,False,False
1515,mix535,MIX535,fam_a6b06557837b,1,singleton,series_mix,320,mixture,97.47000000000001,97.47,10,105.0,False,,,True,D_CORE,True,0.1845577351310863,0.13240446291036412,0.0,True,True,True,False,False
1516,mix536,MIX536,fam_e581ded352e0,1,singleton,series_mix,320,mixture,98.99999999999999,99.0,10,105.0,False,,,True,A_SEEN_TEST,True,2.1630264127314733,1.4403316617007118,0.0,True,True,True,False,False
1517,mix537,MIX537,fam_ef09c9c894d0,1,singleton,series_mix,320,mixture,98.28,98.28,10,105.0,False,,,True,A_SHOT_VAL,True,2.149398778354584,1.419366070351651,0.0,True,True,True,False,False
1518,mix538,MIX538,fam_965931b41c5e,1,singleton,series_mix,320,mixture,95.52000000000001,95.52,10,105.0,False,,,True,T_OOD,True,2.322557840085797,1.503759559261279,0.35208848926332087,True,True,True,False,False
1519,mix539,MIX539,fam_25a60ffbd225,1,singleton,series_mix,320,mixture,98.36,98.36,10,105.0,False,,,True,D_CORE,True,2.16273959991689,1.4398904112167379,0.0,True,True,True,False,False
1520,mix541,MIX541,fam_04107987fc68,1,singleton,series_mix,320,mixture,99.05999999999999,99.06,10,105.0,False,,,True,D_CORE,True,0.5268241011586109,0.33656862595928244,0.0,True,True,True,False,False
1521,mix542,MIX542,fam_804f0fc72b3e,1,singleton,series_mix,320,mixture,98.33,98.33,10,105.0,False,,,True,D_CORE,True,0.522858147301538,0.3387889205343602,0.0,True,True,True,False,False
1522,mix543,MIX543,fam_99431295b3bb,1,singleton,series_mix,320,mixture,95.81000000000002,95.81,10,105.0,False,,,True,D_CORE,True,0.5203768793825534,0.34001422271464715,0.0,True,True,True,False,False
1523,mix544,MIX544,fam_ac133254277e,1,singleton,series_mix,320,mixture,98.42999999999999,98.43,10,105.0,False,,,True,D_CORE,True,0.5241492292418986,0.33576987015607923,0.0,True,True,True,False,False
1524,mix545,MIX545,fam_f18299769457,1,singleton,series_mix,320,mixture,98.88000000000001,98.88,10,105.0,False,,,True,D_CORE,True,0.5253533682491055,0.3326538206023024,0.0,True,True,True,False,False
1525,mix546,MIX546,fam_de30f9373bcb,1,singleton,series_mix,320,mixture,97.38,97.38,10,105.0,False,,,True,D_CORE,True,0.18265754553601743,0.13241872591807302,0.0,True,True,True,False,False
1526,mix548,MIX548,fam_6029205ebec6,1,singleton,series_mix,320,mixture,98.83,98.83,10,105.0,False,,,True,D_CORE,True,0.5266132103958392,0.3345920392895849,0.0,True,True,True,False,False
1527,mix549,MIX549,fam_616beb025ab8,1,singleton,series_mix,320,mixture,97.71999999999998,97.72,10,105.0,False,,,True,D_CORE,True,0.18400403469102727,0.1330188622252478,0.0,True,True,True,False,False
1528,mix551,MIX551,fam_abe3fe212122,1,singleton,series_mix,320,mixture,99.21,99.21,10,105.0,False,,,True,D_CORE,True,0.5281584120814782,0.33532115801371687,0.0,True,True,True,False,False
1529,mix552,MIX552,fam_528e30d68c3d,1,singleton,series_mix,320,mixture,97.9,97.9,10,105.0,False,,,True,D_CORE,True,0.1838066587756989,0.13212809380561813,0.0,True,True,True,False,False
1530,mix553,MIX553,fam_357af76444ec,1,singleton,series_mix,320,mixture,99.45,99.45,10,105.0,False,,,True,A_SHOT_VAL,True,2.1575469853494593,1.4319017734206902,0.0,True,True,True,False,False
1531,mix554,MIX554,fam_361391c733cf,1,singleton,series_mix,320,mixture,99.44,99.44,10,105.0,False,,,True,D_CORE,True,0.5291774751421583,0.33524483784225145,0.0,True,True,True,False,False
1532,mix555,MIX555,fam_cf58287dd54c,1,singleton,series_mix,320,mixture,98.07,98.07,10,105.0,False,,,True,D_CORE,True,0.18497842810305004,0.13275904720201992,0.0,True,True,True,False,False
1533,mix556,MIX556,fam_3c9d9fb126aa,1,singleton,series_mix,320,mixture,99.40999999999998,99.41,10,105.0,False,,,True,D_CORE,True,2.160003432115315,1.435680922291238,0.0,True,True,True,False,False
1534,mix557,MIX557,fam_766cec360cf6,1,singleton,series_mix,320,mixture,99.46000000000001,99.46,10,105.0,False,,,True,D_CORE,True,0.527408328955472,0.33416718397370737,0.0,True,True,True,False,False
1535,mix558,MIX558,fam_3afa1a599519,1,singleton,series_mix,320,mixture,97.96000000000001,97.96,10,105.0,False,,,True,D_CORE,True,0.18372302356281456,0.132880402209175,0.0,True,True,True,False,False
1536,mix560,MIX560,fam_4c224c575ba1,1,singleton,series_mix,320,mixture,99.46000000000001,99.46,10,105.0,False,,,True,D_CORE,True,0.5295023038371663,0.33574457429611,0.0,True,True,True,False,False
1537,mix561,MIX561,fam_d61b30db7644,1,singleton,series_mix,320,mixture,98.08,98.08,10,105.0,False,,,True,D_CORE,True,0.18512991278412466,0.1329921005575193,0.0,True,True,True,False,False
1538,mix562,MIX562,fam_815a6e881d96,1,singleton,series_mix,320,mixture,99.52,99.52,10,105.0,False,,,True,D_CORE,True,2.161275995848175,1.4376387126494834,0.0,True,True,True,False,False
1539,mix563,MIX563,fam_667e2959a757,1,singleton,series_mix,320,mixture,99.56000000000002,99.56,10,105.0,False,,,True,D_CORE,True,0.5266735855941195,0.3346849242100161,0.0,True,True,True,False,False
1540,mix601,MIX601,fam_400b33677ae0,1,singleton,series_mix,320,mixture,85.64000000000001,85.64,10,105.0,False,,,True,D_CORE,True,0.38423084963202975,0.2654735049011112,0.0,True,True,True,False,False
1541,mix602,MIX602,fam_b283717e6747,1,singleton,series_mix,320,mixture,85.08,85.08,10,105.0,False,,,True,D_CORE,True,0.4222214132590685,0.2986372039035633,0.0,True,True,True,False,False
1542,mix603,MIX603,fam_e99a7c09e40e,1,singleton,series_mix,320,mixture,85.19,85.19,10,105.0,False,,,True,D_CORE,True,0.39912105442557455,0.27155220552272663,0.0,True,True,True,False,False
1543,mix604,MIX604,fam_0dcc68cc3824,1,singleton,series_mix,320,mixture,89.94000000000001,89.94,10,105.0,False,,,True,D_CORE,True,0.5997094431936898,0.39162669350220586,0.0,True,True,True,False,False
1544,mix605,MIX605,fam_4e3764eb5533,1,singleton,series_mix,320,mixture,83.02000000000002,83.02,10,105.0,False,,,True,D_CORE,True,0.4837470564909725,0.32252124216556266,0.0,True,True,True,False,False
1545,mix607,MIX607,fam_9dc4109aa715,1,singleton,series_mix,320,mixture,86.1,86.1,10,105.0,False,,,True,D_CORE,True,0.3749847797581465,0.25543982643681046,0.0,True,True,True,False,False
1546,mix608,MIX608,fam_524f916d3fe4,1,singleton,series_mix,320,mixture,86.43999999999998,86.44,10,105.0,False,,,True,A_SHOT_VAL,True,2.0460994011270257,1.3895786020853604,0.0,True,True,True,False,False
1547,mix609,MIX609,fam_4426aaa7efcb,1,singleton,series_mix,320,mixture,85.00999999999999,85.01,10,105.0,False,,,True,A_SEEN_TEST,True,1.1406886442199717,0.9360914326521437,0.0,True,True,True,False,False
1548,mix610,MIX610,fam_62417fb947d7,1,singleton,series_mix,320,mixture,87.05999999999999,87.06,10,105.0,False,,,True,V_OOD,True,2.167875196755208,1.4477913294295348,0.24067965871711852,True,True,True,False,False
1549,mix611,MIX611,fam_059c9c735e5c,1,singleton,series_mix,320,mixture,90.30000000000001,90.3,10,105.0,False,,,True,A_SEEN_TEST,True,2.04645637893534,1.3901277987135365,0.0,True,True,True,False,False
1550,mix612,MIX612,fam_b1704d31624a,1,singleton,series_mix,320,mixture,83.88999999999999,83.89,10,105.0,False,,,True,D_CORE,True,,,,True,False,True,False,False
1551,mix614,MIX614,fam_afd168b463d9,1,singleton,series_mix,320,mixture,87.32999999999998,87.33,10,105.0,False,,,True,A_SHOT_VAL,True,2.0483316179926514,1.3930127818786306,0.0,True,True,True,False,False
1552,mix615,MIX615,fam_b0c43d73ed2a,1,singleton,series_mix,320,mixture,86.37,86.37,10,105.0,False,,,True,D_CORE,True,0.5214009900717251,0.40424661667119755,0.0,True,True,True,False,False
1553,mix616,MIX616,fam_b60d472f7134,1,singleton,series_mix,320,mixture,85.80999999999999,85.81,10,105.0,False,,,True,D_CORE,True,0.5672781453619914,0.4553727735316866,0.0,True,True,True,False,False
1554,mix617,MIX617,fam_a4b02267845f,1,singleton,series_mix,320,mixture,86.64,86.64,10,105.0,False,,,True,D_CORE,True,0.525011612829277,0.39793160278447953,0.0,True,True,True,False,False
1555,mix618,MIX618,fam_6bb15c49f3ef,1,singleton,series_mix,320,mixture,90.56999999999998,90.57,10,105.0,False,,,True,A_SEEN_TEST,True,0.8573771075939025,0.5443016138842527,0.0,True,True,True,False,False
1556,mix619,MIX619,fam_937fa6457ef6,1,singleton,series_mix,320,mixture,84.76000000000002,84.76,10,105.0,False,,,True,A_SHOT_VAL,True,0.5840163694666879,0.43297301383792913,0.0,True,True,True,False,False
1557,mix62,MIX62,fam_a6447b336660,2,exact_chemistry,series_mix,320,mixture,103.28999999999999,103.29,10,105.0,False,,,True,T_OOD,True,3.4849854338861492,2.190163335233803,2.426802570927304,True,True,True,False,False
1558,mix621,MIX621,fam_8ff0950298bf,1,singleton,series_mix,320,mixture,87.53999999999999,87.54,10,105.0,False,,,True,D_CORE,True,0.5230663448148205,0.3895047111812736,0.0,True,True,True,False,False
1559,mix622,MIX622,fam_2983398ed36b,1,singleton,series_mix,320,mixture,86.65,86.65,10,105.0,False,,,True,V_OOD,True,6.772237970251272,4.052398774712718,3.857057520521011,True,True,True,False,False
1560,mix623,MIX623,fam_b85dda14cede,1,singleton,series_mix,320,mixture,86.99000000000001,86.99,10,105.0,False,,,True,T_OOD,True,6.719125233393754,4.0285433692293875,3.86002325063155,True,True,True,False,False
1561,mix624,MIX624,fam_62b0928c8b8f,1,singleton,series_mix,320,mixture,87.44999999999999,87.45,10,105.0,False,,,True,V_OOD,True,6.740810162760919,4.042756241049316,3.873165940213235,True,True,True,False,False
1562,mix625,MIX625,fam_56955d1124d5,1,singleton,series_mix,320,mixture,91.48999999999998,91.49,10,105.0,False,,,True,T_OOD,True,6.708273079605716,4.011847748017022,4.279065946961837,True,True,True,False,False
1563,mix626,MIX626,fam_175423771ad8,1,singleton,series_mix,320,mixture,83.41,83.41,10,105.0,False,,,True,V_OOD,True,6.806459701768629,4.065778648905282,3.7959253992351822,True,True,True,False,False
1564,mix628,MIX628,fam_2b95e687a9f5,1,singleton,series_mix,320,mixture,89.89000000000001,89.89,10,105.0,False,,,True,V_OOD,True,6.776834123768573,4.059469780123951,3.8233470740754276,True,True,True,False,False
1565,mix629,MIX629,fam_4580b4fe9b3e,1,singleton,series_mix,320,mixture,96.72,96.72,10,105.0,False,,,True,D_CORE,True,0.18972790993616168,0.14094446203262187,0.0,True,True,True,False,False
1566,mix63,MIX63,fam_a6447b336660,2,exact_chemistry,series_mix,320,mixture,107.17999999999999,107.18,10,105.0,True,nonclosed_mixture,major_oxide_sum_gt_105:107.18,False,STRESS_NONCLOSED_MIXTURE,True,,,,True,True,True,False,False
1567,mix630,MIX630,fam_474256319210,1,singleton,series_mix,320,mixture,96.78000000000002,96.78,10,105.0,False,,,True,D_CORE,True,0.18776598424241642,0.14057275937716923,0.0,True,True,True,False,False
1568,mix631,MIX631,fam_6e35d7096f22,1,singleton,series_mix,320,mixture,97.39,97.39,10,105.0,False,,,True,D_CORE,True,0.19083301696315036,0.14001456406425652,0.0,True,True,True,False,False
1569,mix632,MIX632,fam_8128428107b8,1,singleton,series_mix,320,mixture,97.54,97.54,10,105.0,False,,,True,D_CORE,True,0.19682713102257354,0.15215958957004064,0.0,True,True,True,False,False
1570,mix633,MIX633,fam_75011d5faf64,1,singleton,series_mix,320,mixture,96.52999999999999,96.53,10,105.0,False,,,True,D_CORE,True,0.18857214175448717,0.1424034178974489,0.0,True,True,True,False,False
1571,mix635,MIX635,fam_78ca30583182,1,singleton,series_mix,320,mixture,97.05999999999999,97.06,10,105.0,False,,,True,D_CORE,True,0.18958593836062818,0.1407260442241088,0.0,True,True,True,False,False
1572,mix636,MIX636,fam_85e214a1b375,1,singleton,series_mix,320,mixture,98.27999999999999,98.28,10,105.0,False,,,True,D_CORE,True,2.0390992285649596,1.378809105836028,0.0,True,True,True,False,False
1573,mix637,MIX637,fam_dbca3d42e925,1,singleton,series_mix,320,mixture,97.96,97.96,10,105.0,False,,,True,D_CORE,True,1.3329962961341129,1.0776772578259655,0.0,True,True,True,False,False
1574,mix639,MIX639,fam_d1c2df5e60a7,1,singleton,series_mix,320,mixture,98.57000000000001,98.57,10,105.0,False,,,True,D_CORE,True,2.0320021605947858,1.3678905397280683,0.0,True,True,True,False,False
1575,mix640,MIX640,fam_00adae8b795d,1,singleton,series_mix,320,mixture,97.98,97.98,10,105.0,False,,,True,D_CORE,True,2.0378360632514414,1.3768657745844617,0.0,True,True,True,False,False
1576,mix643,MIX643,fam_7a412335421c,1,singleton,series_mix,320,mixture,98.27000000000001,98.27,10,105.0,False,,,True,D_CORE,True,0.5244690975554855,0.3346017272440815,0.0,True,True,True,False,False
1577,mix644,MIX644,fam_5e6677c81af1,1,singleton,series_mix,320,mixture,98.05,98.05,10,105.0,False,,,True,D_CORE,True,0.5290195761997143,0.34160246361981794,0.0,True,True,True,False,False
1578,mix645,MIX645,fam_23bf8d0b0fd6,1,singleton,series_mix,320,mixture,98.72999999999998,98.73,10,105.0,False,,,True,D_CORE,True,0.5263611585651139,0.33585640658467164,0.0,True,True,True,False,False
1579,mix646,MIX646,fam_8171f2919973,1,singleton,series_mix,320,mixture,98.80999999999999,98.81,10,105.0,False,,,True,D_CORE,True,0.5782356218499303,0.3631665050616408,0.0,True,True,True,False,False
1580,mix647,MIX647,fam_0133ea341782,1,singleton,series_mix,320,mixture,94.02999999999999,94.03,10,105.0,False,,,True,T_IN,True,0.5168442624523295,0.343068255547679,0.16808033157688573,True,True,True,False,False
1581,mix649,MIX649,fam_5ad38ef201f1,1,singleton,series_mix,320,mixture,98.57999999999997,98.58,10,105.0,False,,,True,D_CORE,True,0.5238854557420765,0.332047633010768,0.0,True,True,True,False,False
1582,mix650,MIX650,fam_72a33ea684e1,1,singleton,series_mix,320,mixture,98.66,98.66,10,105.0,False,,,True,T_OOD,True,6.6626559955477,3.9983144835163786,4.006092726818162,True,True,True,False,False
1583,mix651,MIX651,fam_b0f4eec88722,1,singleton,series_mix,320,mixture,98.44999999999999,98.45,10,105.0,False,,,True,V_OOD,True,6.61784816565223,3.9480014935351937,4.325616614416093,True,True,True,False,False
1584,mix653,MIX653,fam_d9cdf2c8bbeb,1,singleton,series_mix,320,mixture,99.05000000000001,99.05,10,105.0,False,,,True,T_OOD,True,6.619039141450204,3.9683287824026356,4.05831046593849,True,True,True,False,False
1585,mix654,MIX654,fam_17581ae875cc,1,singleton,series_mix,320,mixture,98.16999999999999,98.17,10,105.0,False,,,True,V_OOD,True,6.375061095703887,3.8394668561206853,4.15396171505458,True,True,True,False,False
1586,mix656,MIX656,fam_6fbfb909779a,1,singleton,series_mix,320,mixture,98.85,98.85,10,105.0,False,,,True,V_OOD,True,6.681420272298994,4.008431594742946,4.00891576815463,True,True,True,False,False
1587,mix657,MIX657,fam_2bda51d0678e,1,singleton,series_mix,320,mixture,97.25,97.25,10,105.0,False,,,True,D_CORE,True,0.189164373060427,0.139784437992181,0.0,True,True,True,False,False
1588,mix658,MIX658,fam_00edce04ef41,1,singleton,series_mix,320,mixture,97.42000000000002,97.42,10,105.0,False,,,True,D_CORE,True,0.18523269736460704,0.13844914059472055,0.0,True,True,True,False,False
1589,mix659,MIX659,fam_fb14abe9937e,1,singleton,series_mix,320,mixture,97.79000000000002,97.79,10,105.0,False,,,True,D_CORE,True,0.1921920707905876,0.14473547873173867,0.0,True,True,True,False,False
1590,mix660,MIX660,fam_71233daf7da1,1,singleton,series_mix,320,mixture,97.85,97.85,10,105.0,False,,,True,D_CORE,True,0.1885050259469262,0.14023732895396213,0.0,True,True,True,False,False
1591,mix661,MIX661,fam_8385dc9c1d85,1,singleton,series_mix,320,mixture,97.31,97.31,10,105.0,False,,,True,D_CORE,True,0.18953783706116276,0.14270909983310845,0.0,True,True,True,False,False
1592,mix662,MIX662,fam_04d54bb79257,1,singleton,series_mix,320,mixture,97.63,97.63,10,105.0,False,,,True,D_CORE,True,0.1905071644076734,0.14097236355404685,0.0,True,True,True,False,False
1593,mix663,MIX663,fam_af407d0fb633,1,singleton,series_mix,320,mixture,97.38,97.38,10,105.0,False,,,True,D_CORE,True,0.1898598033079424,0.13997642340061456,0.0,True,True,True,False,False
1594,mix664,MIX664,fam_d74dbaa806bc,1,singleton,series_mix,320,mixture,98.72000000000001,98.72,10,105.0,False,,,True,D_CORE,True,2.039190202426387,1.378949065622839,0.0,True,True,True,False,False
1595,mix665,MIX665,fam_9497d02a2fb2,1,singleton,series_mix,320,mixture,98.69000000000003,98.69,10,105.0,False,,,True,A_SEEN_TEST,True,1.559656062246356,1.1702785692020776,0.0,True,True,True,False,False
1596,mix667,MIX667,fam_0e69705606b3,1,singleton,series_mix,320,mixture,99.05,99.05,10,105.0,False,,,True,D_CORE,True,2.036343612861345,1.374569697061236,0.0,True,True,True,False,False
1597,mix668,MIX668,fam_2baa8f834990,1,singleton,series_mix,320,mixture,98.59,98.59,10,105.0,False,,,True,D_CORE,True,2.0438367069437993,1.3860975341111657,0.0,True,True,True,False,False
1598,mix669,MIX669,fam_1b963f45e7a0,1,singleton,series_mix,320,mixture,98.86000000000001,98.86,10,105.0,False,,,True,D_CORE,True,2.0274664497928696,1.3609125231097357,0.0,True,True,True,False,False
1599,mix670,MIX670,fam_fd0f06c55417,1,singleton,series_mix,320,mixture,98.86,98.86,10,105.0,False,,,True,D_CORE,True,2.029027728339219,1.363314490104119,0.0,True,True,True,False,False
1600,mix671,MIX671,fam_3b5b4fe67737,1,singleton,series_mix,320,mixture,98.87,98.87,10,105.0,False,,,True,D_CORE,True,0.5252899229030196,0.3325562123775547,0.0,True,True,True,False,False
1601,mix672,MIX672,fam_ad89325bf016,1,singleton,series_mix,320,mixture,98.88,98.88,10,105.0,False,,,True,D_CORE,True,0.5229572622382013,0.33227582675595185,0.0,True,True,True,False,False
1602,mix673,MIX673,fam_8d70f6276499,1,singleton,series_mix,320,mixture,99.17,99.17,10,105.0,False,,,True,D_CORE,True,0.525904378998607,0.3351536687900456,0.0,True,True,True,False,False
1603,mix674,MIX674,fam_4d48d06481b8,1,singleton,series_mix,320,mixture,99.29000000000002,99.29,10,105.0,False,,,True,A_SHOT_VAL,True,0.5367463855291635,0.3387281702658045,0.0,True,True,True,False,False
1604,mix675,MIX675,fam_ee2955b21521,1,singleton,series_mix,320,mixture,98.77999999999999,98.78,10,105.0,False,,,True,D_CORE,True,0.5204876123680836,0.33013661342713324,0.0,True,True,True,False,False
1605,mix676,MIX676,fam_5c7f343a5ab6,1,singleton,series_mix,320,mixture,98.91999999999999,98.92,10,105.0,False,,,True,A_SHOT_VAL,True,0.5239260377887911,0.3321100669287904,0.0,True,True,True,False,False
1606,mix677,MIX677,fam_4552f7d82877,1,singleton,series_mix,320,mixture,99.14000000000001,99.14,10,105.0,False,,,True,D_CORE,True,0.5298802921403793,0.334685970990901,0.0,True,True,True,False,False
1607,mix68,MIX68,fam_20469aa2835a,3,exact_chemistry,series_mix,320,mixture,91.61000000000001,91.61,10,105.0,False,,,True,V_OOD,True,5.434371752795739,3.1885070447535884,3.6421895805096933,True,True,True,False,False
1608,mix680,MIX680,fam_19ce332b2ef8,1,singleton,series_mix,320,mixture,99.49000000000001,99.49,10,105.0,False,,,True,T_OOD,True,6.6045548186860135,3.964414836409116,4.147794377763549,True,True,True,False,False
1609,mix681,MIX681,fam_bc3c54a7497b,1,singleton,series_mix,320,mixture,99.56000000000002,99.56,10,105.0,False,,,True,T_OOD,True,6.35628385494889,3.8273559967234143,4.151450813681382,True,True,True,False,False
1610,mix685,MIX685,fam_26930aa2ff14,1,singleton,series_mix,320,mixture,97.33999999999997,97.34,10,105.0,False,,,True,D_CORE,True,0.1903908013835296,0.14343259258968316,0.0,True,True,True,False,False
1611,mix686,MIX686,fam_f74d17e951d0,1,singleton,series_mix,320,mixture,98.62,98.62,10,105.0,False,,,True,D_CORE,True,1.9451644752672201,1.33445871746888,0.0,True,True,True,False,False
1612,mix687,MIX687,fam_49dd6e5a55f7,1,singleton,series_mix,320,mixture,98.77,98.77,10,105.0,False,,,True,D_CORE,True,0.5279266115983889,0.33332043239029857,0.0,True,True,True,False,False
1613,mix689,MIX689,fam_f78657b0cb39,1,singleton,series_mix,320,mixture,97.65,97.65,10,105.0,False,,,True,D_CORE,True,0.18919355487841624,0.1418849516942315,0.0,True,True,True,False,False
1614,mix69,MIX69,fam_20469aa2835a,3,exact_chemistry,series_mix,320,mixture,95.62000000000002,95.62,10,105.0,False,,,True,V_OOD,True,5.434371752795739,3.1885070447535884,3.6421895805096933,True,True,True,False,False
1615,mix690,MIX690,fam_d96fdf841691,1,singleton,series_mix,320,mixture,98.97999999999999,98.98,10,105.0,False,,,True,D_CORE,True,2.039477920827436,1.379391709316761,0.0,True,True,True,False,False
1616,mix691,MIX691,fam_cdfa01e17851,1,singleton,series_mix,320,mixture,99.22,99.22,10,105.0,False,,,True,D_CORE,True,0.5302444900196774,0.33361011809478214,0.0,True,True,True,False,False
1617,mix692,MIX692,fam_bed45972b6ca,1,singleton,series_mix,320,mixture,99.56999999999998,99.57,10,105.0,False,,,True,V_OOD,True,6.644548970003672,3.989079654075874,4.029105859344453,True,True,True,False,False
1618,mix693,MIX693,fam_20de073ef805,1,singleton,series_mix,320,mixture,97.86000000000001,97.86,10,105.0,False,,,True,D_CORE,True,0.1932055832827539,0.14395608286748396,0.0,True,True,True,False,False
1619,mix695,MIX695,fam_afa87a8b6f7e,1,singleton,series_mix,320,mixture,99.30000000000001,99.3,10,105.0,False,,,True,D_CORE,True,0.5276840784351796,0.3329473044468997,0.0,True,True,True,False,False
1620,mix697,MIX697,fam_a5ba50b5cf91,1,singleton,series_mix,320,mixture,98.11999999999999,98.12,10,105.0,False,,,True,D_CORE,True,0.19413298099440676,0.14363737477500021,0.0,True,True,True,False,False
1621,mix698,MIX698,fam_a48bcee03c6e,1,singleton,series_mix,320,mixture,99.4,99.4,10,105.0,False,,,True,D_CORE,True,2.161878174051805,1.4385651406550684,0.0,True,True,True,False,False
1622,mix699,MIX699,fam_55955e909435,1,singleton,series_mix,320,mixture,99.50000000000001,99.5,10,105.0,False,,,True,D_CORE,True,0.5311457584402988,0.3349966848957379,0.0,True,True,True,False,False
1623,mix700,MIX700,fam_1c92f931a20c,1,singleton,series_mix,320,mixture,99.83999999999999,99.84,10,105.0,False,,,True,T_OOD,True,6.621460381144038,3.9720537665469955,4.052086077017251,True,True,True,False,False
1624,mix701,MIX701,fam_355560416c57,1,singleton,series_mix,320,mixture,97.99000000000001,97.99,10,105.0,False,,,True,A_SHOT_VAL,True,0.1936016416739039,0.14456540346925317,0.0,True,True,True,False,False
1625,mix703,MIX703,fam_063172124bc7,1,singleton,series_mix,320,mixture,99.73999999999998,99.74,10,105.0,False,,,True,D_CORE,True,0.5297476473300061,0.33284574472605694,0.0,True,True,True,False,False
1626,mix705,MIX705,fam_50c5ba5845c3,1,singleton,series_mix,320,mixture,98.06000000000002,98.06,10,105.0,False,,,True,D_CORE,True,0.19468318010258157,0.14448383494142303,0.0,True,True,True,False,False
1627,mix706,MIX706,fam_061532a4471d,1,singleton,series_mix,320,mixture,99.39,99.39,10,105.0,False,,,True,D_CORE,True,2.162234899812811,1.4391139495181546,0.0,True,True,True,False,False
1628,mix707,MIX707,fam_3cef8e910f0f,1,singleton,series_mix,320,mixture,99.61000000000001,99.61,10,105.0,False,,,True,D_CORE,True,0.5295257665505703,0.33578067077826984,0.0,True,True,True,False,False
1629,mix71,MIX71,fam_20469aa2835a,3,exact_chemistry,series_mix,320,mixture,91.61000000000001,91.61,10,105.0,False,,,True,V_OOD,True,5.434371752795739,3.1885070447535884,3.6421895805096933,True,True,True,False,False
1630,mix74,MIX74,fam_a16c139f423a,3,exact_chemistry,series_mix,320,mixture,97.75,97.75,10,105.0,False,,,True,A_SHOT_VAL,True,0.19079245213391743,0.1399521566346674,0.0,True,True,True,False,False
1631,mix75,MIX75,fam_a16c139f423a,3,exact_chemistry,series_mix,320,mixture,98.55,98.55,10,105.0,False,,,True,D_CORE,True,0.19079245213391743,0.1399521566346674,0.0,True,True,True,False,False
1632,mix77,MIX77,fam_a16c139f423a,3,exact_chemistry,series_mix,320,mixture,97.75,97.75,10,105.0,False,,,True,D_CORE,True,0.19079245213391743,0.1399521566346674,0.0,True,True,True,False,False
1633,mix8,MIX8,fam_e9836a6db1ad,1,singleton,series_mix,320,mixture,89.72999999999999,89.73,10,105.0,False,,,True,D_CORE,True,0.9792468922444231,0.7929348343332321,0.0,True,True,True,False,False
1634,mix80,MIX80,fam_17a6d6d48d3a,3,exact_chemistry,series_mix,320,mixture,98.65,98.65,10,105.0,False,,,True,D_CORE,True,0.9618253215605646,0.787511683590653,0.0,True,True,True,False,False
1635,mix801,MIX801,fam_20c08f82a66c,1,singleton,series_mix,320,mixture,96.72,96.72,10,105.0,False,,,True,A_SEEN_TEST,True,0.670805578570117,0.45430210458933906,0.0,True,True,True,False,False
1636,mix802,MIX802,fam_0fbea3e686a2,1,singleton,series_mix,320,mixture,98.17999999999999,98.18,10,105.0,False,,,True,A_SEEN_TEST,True,1.01402297075423,0.9120225726532402,0.0,True,True,True,False,False
1637,mix803,MIX803,fam_1682a8b7cabb,1,singleton,series_mix,320,mixture,98.16000000000001,98.16,10,105.0,False,,,True,D_CORE,True,0.744165921647462,0.5502233026878206,0.0,True,True,True,False,False
1638,mix805,MIX805,fam_97da1559d6eb,1,singleton,series_mix,320,mixture,97.57,97.57,10,105.0,False,,,True,T_IN,True,0.43450811907095654,0.3170898531703793,0.4056022118594925,True,True,True,False,False
1639,mix809,MIX809,fam_cc8986613be9,1,singleton,series_mix,320,mixture,97.77000000000002,97.77,10,105.0,False,,,True,D_CORE,True,0.277867397574935,0.20941582340033235,0.0,True,True,True,False,False
1640,mix81,MIX81,fam_17a6d6d48d3a,3,exact_chemistry,series_mix,320,mixture,99.42,99.42,10,105.0,False,,,True,D_CORE,True,0.9618253215605646,0.787511683590653,0.0,True,True,True,False,False
